Prediction,Target,log,Final
"public class A { @ Override public void visit ( String key , Object value ) { log . debug ( ""Load annotation attribute {} = {} ({})"" , name , value , value . getClass ( ) . getName ( ) ) ; if ( ""ordinal"" . equals ( name ) ) { extensionInfo . ordinal = Integer . parseInt ( value . toString ( ) ) ; } else if ( ""plugins"" . equals ( name ) ) { if ( value instanceof String ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String ) value ) ) ; extensionInfo . plugins . add ( ( String ) value ) ; } else if ( value instanceof String [ ] ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String [ ] ) value ) ) ; extensionInfo . plugins . addAll ( Arrays . asList ( ( String [ ] ) value ) ) ; } else { log . debug ( ""Found plugin {}"" , value . toString ( ) ) ; extensionInfo . plugins . add ( value . toString ( ) ) ; } } else { String pointClassName = ( ( Type ) value ) . getClassName ( ) ; log . debug ( ""Found point "" + pointClassName ) ; extensionInfo . points . add ( pointClassName ) ; } super . visit ( key , value ) ; } }","public class A { @ Override public void visit ( String key , Object value ) { log . debug ( ""Load annotation attribute {} = {} ({})"" , name , value , value . getClass ( ) . getName ( ) ) ; if ( ""ordinal"" . equals ( name ) ) { extensionInfo . ordinal = Integer . parseInt ( value . toString ( ) ) ; } else if ( ""plugins"" . equals ( name ) ) { if ( value instanceof String ) { log . debug ( ""Found plugin {}"" , value ) ; extensionInfo . plugins . add ( ( String ) value ) ; } else if ( value instanceof String [ ] ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String [ ] ) value ) ) ; extensionInfo . plugins . addAll ( Arrays . asList ( ( String [ ] ) value ) ) ; } else { log . debug ( ""Found plugin {}"" , value . toString ( ) ) ; extensionInfo . plugins . add ( value . toString ( ) ) ; } } else { String pointClassName = ( ( Type ) value ) . getClassName ( ) ; log . debug ( ""Found point "" + pointClassName ) ; extensionInfo . points . add ( pointClassName ) ; } super . visit ( key , value ) ; } }","log . debug ( ""Found plugin {}"" , value ) ;",Same Information
"public class A { @ POST @ Path ( ""/transfers/reply"" ) @ Consumes ( MediaType . APPLICATION_XML ) @ Produces ( MediaType . APPLICATION_JSON ) @ Secured ( permission = TRANSFERS_REPLY , description = ""Start transfer reply workflow."" ) public Response transferReply ( InputStream transferReply ) { try ( AccessInternalClient client = accessInternalClientFactory . getClient ( ) ) { return client . startTransferReplyWorkflow ( transferReply ) . toResponse ( ) ; } catch ( Exception e ) { logger . error ( ""Exception during startTransferReplyWorkflow"" , e ) ; return Response . status ( Status . INTERNAL_SERVER_ERROR ) . entity ( getErrorEntity ( Status . INTERNAL_SERVER_ERROR , e . getLocalizedMessage ( ) ) ) . build ( ) ; } } }","public class A { @ POST @ Path ( ""/transfers/reply"" ) @ Consumes ( MediaType . APPLICATION_XML ) @ Produces ( MediaType . APPLICATION_JSON ) @ Secured ( permission = TRANSFERS_REPLY , description = ""Start transfer reply workflow."" ) public Response transferReply ( InputStream transferReply ) { try ( AccessInternalClient client = accessInternalClientFactory . getClient ( ) ) { return client . startTransferReplyWorkflow ( transferReply ) . toResponse ( ) ; } catch ( Exception e ) { LOGGER . error ( e ) ; return Response . status ( Status . INTERNAL_SERVER_ERROR ) . entity ( getErrorEntity ( Status . INTERNAL_SERVER_ERROR , e . getLocalizedMessage ( ) ) ) . build ( ) ; } } }",LOGGER . error ( e ) ;,Same Information
"public class A { protected synchronized void close ( ) { if ( isClosed ) { return ; } try { if ( stmt != null ) { try { stmt . close ( ) ; } catch ( SQLException e ) { log . error ( ""Error closing SQL statement"" , e ) ; } } } finally { if ( conn != null ) { try { conn . close ( ) ; } catch ( SQLException e ) { log . error ( ""Error closing connection"" , e ) ; } } } isClosed = true ; } }","public class A { protected synchronized void close ( ) { if ( isClosed ) { return ; } try { if ( stmt != null ) { try { stmt . close ( ) ; } catch ( SQLException e ) { log . error ( ""Error closing SQL statement"" , e ) ; } } } finally { if ( conn != null ) { try { conn . close ( ) ; } catch ( SQLException e ) { log . error ( ""Error closing SQL Connection"" , e ) ; } } } isClosed = true ; } }","log . error ( ""Error closing SQL Connection"" , e ) ;",Same Information
"public class A { @ Override public void create ( Object key , Object value ) throws IOException { long start = stats . startUpdate ( ) ; Collection < Document > docs = Collections . emptyList ( ) ; boolean exceptionHappened = false ; try { try { docs = serializer . toDocuments ( index , value ) ; } catch ( Exception e ) { exceptionHappened = true ; stats . incFailedEntries ( ) ; logger . info ( ""Failed to update index for "" + value + "" due to "" + e . getMessage ( ) ) ; } if ( ! exceptionHappened ) { docs . forEach ( doc -> SerializerUtil . addKey ( key , doc ) ) ; writer . addDocuments ( docs ) ; } } finally { stats . endUpdate ( start ) ; } } }","public class A { @ Override public void create ( Object key , Object value ) throws IOException { long start = stats . startUpdate ( ) ; Collection < Document > docs = Collections . emptyList ( ) ; boolean exceptionHappened = false ; try { try { docs = serializer . toDocuments ( index , value ) ; } catch ( Exception e ) { exceptionHappened = true ; stats . incFailedEntries ( ) ; logger . info ( ""Failed to add index for "" + value + "" due to "" + e . getMessage ( ) ) ; } if ( ! exceptionHappened ) { docs . forEach ( doc -> SerializerUtil . addKey ( key , doc ) ) ; writer . addDocuments ( docs ) ; } } finally { stats . endUpdate ( start ) ; } } }","logger . info ( ""Failed to add index for "" + value + "" due to "" + e . getMessage ( ) ) ;",Same Information
"public class A { @ OnReturn public static void onReturn ( @ BindReturn @ Nullable Object returnValue , @ BindReceiver HttpURLConnection httpURLConnection , @ BindTraveler @ Nullable TraceEntryOrTimer entryOrTimer ) { if ( httpURLConnection instanceof HasTraceEntryMixin ) { if ( returnValue instanceof HasTraceEntryMixin ) { TraceEntry traceEntry = ( ( HasTraceEntryMixin ) httpURLConnection ) . glowroot$getTraceEntry ( ) ; ( ( HasTraceEntryMixin ) returnValue ) . glowroot$setTraceEntry ( traceEntry ) ; } else if ( returnValue != null && ! outputStreamIssueAlreadyLogged . getAndSet ( true ) ) { logger . info ( ""found non-instrumented http url connection input stream, please"" + "" report to the Glowroot project: {}"" , returnValue . getClass ( ) . getName ( ) ) ; } } ConnectAdvice . onReturn ( entryOrTimer ) ; } }","public class A { @ OnReturn public static void onReturn ( @ BindReturn @ Nullable Object returnValue , @ BindReceiver HttpURLConnection httpURLConnection , @ BindTraveler @ Nullable TraceEntryOrTimer entryOrTimer ) { if ( httpURLConnection instanceof HasTraceEntryMixin ) { if ( returnValue instanceof HasTraceEntryMixin ) { TraceEntry traceEntry = ( ( HasTraceEntryMixin ) httpURLConnection ) . glowroot$getTraceEntry ( ) ; ( ( HasTraceEntryMixin ) returnValue ) . glowroot$setTraceEntry ( traceEntry ) ; } else if ( returnValue != null && ! outputStreamIssueAlreadyLogged . getAndSet ( true ) ) { logger . info ( ""found non-instrumented http url connection output stream, please"" + "" report to the Glowroot project: {}"" , returnValue . getClass ( ) . getName ( ) ) ; } } ConnectAdvice . onReturn ( entryOrTimer ) ; } }","logger . info ( ""found non-instrumented http url connection output stream, please"" + "" report to the Glowroot project: {}"" , returnValue . getClass ( ) . getName ( ) ) ;",Same Information
"public class A { @ Test public void testQuery ( ) throws Exception { CreationTools . createJobDef ( null , true , ""pyl.KillMe"" , null , ""jqm-tests/jqm-test-pyl/target/test.jar"" , TestHelpers . qNormal , 42 , ""jqm-test-kill"" , null , ""Franquin"" , ""ModuleMachin"" , ""other"" , ""other"" , false , cnx ) ; cnx . commit ( ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; jqmlogger . debug ( ""COUNT RUNNING "" + cnx . runSelectSingle ( ""ji_select_count_running"" , Integer . class ) ) ; jqmlogger . debug ( ""COUNT ALL "" + cnx . runSelectSingle ( ""ji_select_count_all"" , Integer . class ) ) ; Assert . assertEquals ( 0 , Query . create ( ) . setQueryLiveInstances ( true ) . setQueryHistoryInstances ( false ) . addStatusFilter ( com . enioka . jqm . api . State . RUNNING ) . addStatusFilter ( com . enioka . jqm . api . State . ENDED ) . run ( ) . size ( ) ) ; Assert . assertEquals ( 5 , Query . create ( ) . setQueryLiveInstances ( true ) . setQueryHistoryInstances ( false ) . addStatusFilter ( com . enioka . jqm . api . State . SUBMITTED ) . run ( ) . size ( ) ) ; } }","public class A { @ Test public void testQuery ( ) throws Exception { CreationTools . createJobDef ( null , true , ""pyl.KillMe"" , null , ""jqm-tests/jqm-test-pyl/target/test.jar"" , TestHelpers . qNormal , 42 , ""jqm-test-kill"" , null , ""Franquin"" , ""ModuleMachin"" , ""other"" , ""other"" , false , cnx ) ; cnx . commit ( ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; JqmClientFactory . getClient ( ) . enqueue ( ""jqm-test-kill"" , ""test"" ) ; jqmlogger . debug ( ""COUNT RUNNING "" + cnx . runSelectSingle ( ""ji_select_count_running"" , Integer . class ) ) ; jqmlogger . debug ( ""COUNT ALL "" + cnx . runSelectSingle ( ""ji_select_count_all"" , Integer . class ) ) ; Assert . assertEquals ( 0 , Query . create ( ) . setQueryLiveInstances ( true ) . setQueryHistoryInstances ( false ) . addStatusFilter ( com . enioka . jqm . api . State . RUNNING ) . addStatusFilter ( com . enioka . jqm . api . State . ENDED ) . run ( ) . size ( ) ) ; Assert . assertEquals ( 5 , Query . create ( ) . setQueryLiveInstances ( true ) . setQueryHistoryInstances ( false ) . addStatusFilter ( com . enioka . jqm . api . State . SUBMITTED ) . run ( ) . size ( ) ) ; } }","jqmlogger . debug ( ""COUNT ALL "" + cnx . runSelectSingle ( ""ji_select_count_all"" , Integer . class ) ) ;",Same Information
"public class A { public Model getConciseBoundedDescription ( LiteralLabel literal , CBDStructureTree structureTree ) throws Exception { logger . trace ( ""Computing CBD for {} ..."" , literal ) ; long start = System . currentTimeMillis ( ) ; String query = generateQuery ( literal , structureTree ) ; System . out . println ( query ) ; if ( workaround ) { return constructWithReplacement ( endpoint , query ) ; } try ( QueryExecution qe = qef . createQueryExecution ( query ) ) { Model model = qe . execConstruct ( ) ; long end = System . currentTimeMillis ( ) ; logger . trace ( ""Got {} triples in {} ms."" , model . size ( ) , ( end - start ) ) ; return model ; } catch ( Exception e ) { logger . error ( ""cBD retrieval failed when using query\n"" + query ) ; throw new Exception ( ""CBD retrieval failed when using query\n"" + query , e ) ; } } }","public class A { public Model getConciseBoundedDescription ( LiteralLabel literal , CBDStructureTree structureTree ) throws Exception { logger . trace ( ""Computing CBD for {} ..."" , literal ) ; long start = System . currentTimeMillis ( ) ; String query = generateQuery ( literal , structureTree ) ; System . out . println ( query ) ; if ( workaround ) { return constructWithReplacement ( endpoint , query ) ; } try ( QueryExecution qe = qef . createQueryExecution ( query ) ) { Model model = qe . execConstruct ( ) ; long end = System . currentTimeMillis ( ) ; logger . trace ( ""Got {} triples in {} ms."" , model . size ( ) , ( end - start ) ) ; return model ; } catch ( Exception e ) { logger . error ( ""CBD retrieval failed when using query\n{}"" , query ) ; throw new Exception ( ""CBD retrieval failed when using query\n"" + query , e ) ; } } }","logger . error ( ""CBD retrieval failed when using query\n{}"" , query ) ;",Same Information
"public class A { public static void sendApplicationInstanceActivatedEvent ( String appId , String instanceId ) { if ( log . isInfoEnabled ( ) ) { log . info ( ""Publishing application instance activated event: [application] "" + appId + "" [instance] "" + instanceId ) ; } ApplicationInstanceActivatedEvent applicationActivatedEvent = new ApplicationInstanceActivatedEvent ( appId , instanceId ) ; publishEvent ( applicationActivatedEvent ) ; } }","public class A { public static void sendApplicationInstanceActivatedEvent ( String appId , String instanceId ) { if ( log . isInfoEnabled ( ) ) { log . info ( ""Publishing application instance active event: [application] "" + appId + "" [instance] "" + instanceId ) ; } ApplicationInstanceActivatedEvent applicationActivatedEvent = new ApplicationInstanceActivatedEvent ( appId , instanceId ) ; publishEvent ( applicationActivatedEvent ) ; } }","log . info ( ""Publishing application instance active event: [application] "" + appId + "" [instance] "" + instanceId ) ;",Same Information
"public class A { @ InternalMethod @ RequestMapping ( value = ""internal/{fileName:.+}"" , method = RequestMethod . POST ) public UploadResponse uploadInternal ( @ PathVariable ( ) final String fileName , @ RequestParam ( value = CloudifyConstants . UPLOAD_FILE_PARAM_NAME , required = true ) final MultipartFile file ) throws RestErrorException { String name = fileName ; if ( StringUtils . isEmpty ( fileName ) ) { name = file . getOriginalFilename ( ) ; } if ( logger . isLoggable ( Level . INFO ) ) { logger . info ( ""[uploadInternal] - request to upload file "" + name ) ; } String uploadKey = null ; try { uploadKey = uploadRepo . put ( name , file ) ; } catch ( IOException e ) { if ( logger . isLoggable ( Level . WARNING ) ) { logger . warning ( ""could not upload file "" + name + "" error was - "" + e . getMessage ( ) ) ; } throw new RestErrorException ( CloudifyMessageKeys . UPLOAD_FAILED . getName ( ) , name , e . getMessage ( ) ) ; } if ( logger . isLoggable ( Level . INFO ) ) { logger . info ( ""[uploadInternal] - successfuly uploaded file "" + name + "" [upload key = "" + uploadKey + ""]"" ) ; } UploadResponse response = new UploadResponse ( ) ; response . setUploadKey ( uploadKey ) ; return response ; } }","public class A { @ InternalMethod @ RequestMapping ( value = ""internal/{fileName:.+}"" , method = RequestMethod . POST ) public UploadResponse uploadInternal ( @ PathVariable ( ) final String fileName , @ RequestParam ( value = CloudifyConstants . UPLOAD_FILE_PARAM_NAME , required = true ) final MultipartFile file ) throws RestErrorException { String name = fileName ; if ( StringUtils . isEmpty ( fileName ) ) { name = file . getOriginalFilename ( ) ; } if ( logger . isLoggable ( Level . INFO ) ) { logger . info ( ""[uploadInternal] - received request to upload file "" + name ) ; } String uploadKey = null ; try { uploadKey = uploadRepo . put ( name , file ) ; } catch ( IOException e ) { if ( logger . isLoggable ( Level . WARNING ) ) { logger . warning ( ""could not upload file "" + name + "" error was - "" + e . getMessage ( ) ) ; } throw new RestErrorException ( CloudifyMessageKeys . UPLOAD_FAILED . getName ( ) , name , e . getMessage ( ) ) ; } if ( logger . isLoggable ( Level . INFO ) ) { logger . info ( ""[uploadInternal] - successfuly uploaded file "" + name + "" [upload key = "" + uploadKey + ""]"" ) ; } UploadResponse response = new UploadResponse ( ) ; response . setUploadKey ( uploadKey ) ; return response ; } }","logger . info ( ""[uploadInternal] - received request to upload file "" + name ) ;",Same Information
"public class A { private void setupLoginTty ( ) throws Exception { String setupTtyScriptName = Configuration . getString ( Constants . SERENGETI_SETUP_LOGIN_TTY_SCRIPT , Constants . SERENGETI_DEFAULT_SETUP_LOGIN_TTY_SCRIPT ) ; String setupTtyScript = getScriptName ( setupTtyScriptName ) ; String cmd = sudoCmd + "" "" + setupTtyScript ; String action = ""Setup login tty for "" + nodeIP ; logger . info ( action + "" command is: "" + cmd ) ; SSHUtil sshUtil = new SSHUtil ( ) ; String errMsg = null ; for ( int i = 0 ; i < Constants . SET_PASSWORD_MAX_RETRY_TIMES ; i ++ ) { try { if ( sshUtil . execCmd ( sshUser , privateKeyFile , nodeIP , sshPort , cmd , null , null ) ) { logger . info ( ""Succesfully logged in "" + action + "", port "" + sshPort . getPort ( ) + "", command is: "" + cmd ) ; return ; } } catch ( JSchException e ) { logger . warn ( ""Got exception when "" + action , e ) ; if ( errMsg == null ) { errMsg = e . getMessage ( ) ; } } try { Thread . sleep ( 3000 ) ; } catch ( InterruptedException e1 ) { logger . info ( ""Interrupted when waiting for setup login tty, retry immediately..."" ) ; } } logger . info ( action + "" failed"" ) ; throw SetPasswordException . FAIL_TO_SETUP_LOGIN_TTY ( nodeIP , errMsg ) ; } }","public class A { private void setupLoginTty ( ) throws Exception { String setupTtyScriptName = Configuration . getString ( Constants . SERENGETI_SETUP_LOGIN_TTY_SCRIPT , Constants . SERENGETI_DEFAULT_SETUP_LOGIN_TTY_SCRIPT ) ; String setupTtyScript = getScriptName ( setupTtyScriptName ) ; String cmd = sudoCmd + "" "" + setupTtyScript ; String action = ""Setup login tty for "" + nodeIP ; logger . info ( action + "" command is: "" + cmd ) ; SSHUtil sshUtil = new SSHUtil ( ) ; String errMsg = null ; for ( int i = 0 ; i < Constants . SET_PASSWORD_MAX_RETRY_TIMES ; i ++ ) { try { if ( sshUtil . execCmd ( sshUser , privateKeyFile , nodeIP , sshPort , cmd , null , null ) ) { logger . info ( action + "" succeed."" ) ; return ; } } catch ( JSchException e ) { logger . warn ( ""Got exception when "" + action , e ) ; if ( errMsg == null ) { errMsg = e . getMessage ( ) ; } } try { Thread . sleep ( 3000 ) ; } catch ( InterruptedException e1 ) { logger . info ( ""Interrupted when waiting for setup login tty, retry immediately..."" ) ; } } logger . info ( action + "" failed"" ) ; throw SetPasswordException . FAIL_TO_SETUP_LOGIN_TTY ( nodeIP , errMsg ) ; } }","logger . info ( action + "" succeed."" ) ;",Same Information
"public class A { protected static void clearReferences ( ) { Enumeration < Driver > drivers = DriverManager . getDrivers ( ) ; while ( drivers . hasMoreElements ( ) ) { Driver driver = drivers . nextElement ( ) ; if ( driver . getClass ( ) . getClassLoader ( ) == getInstance ( ) ) { try { DriverManager . deregisterDriver ( driver ) ; } catch ( SQLException e ) { log . warn ( ""SQL driver deregistration failed"" , e ) ; } } } for ( WeakReference < Class < ? > > refClazz : getInstance ( ) . cachedClasses . values ( ) ) { if ( refClazz == null ) { continue ; } Class < ? > clazz = refClazz . get ( ) ; if ( clazz != null && clazz . getName ( ) . contains ( ""openmrs"" ) ) { try { Field [ ] fields = clazz . getDeclaredFields ( ) ; for ( int i = 0 ; i < fields . length ; i ++ ) { Field field = fields [ i ] ; int mods = field . getModifiers ( ) ; if ( field . getType ( ) . isPrimitive ( ) || ( field . getName ( ) . indexOf ( ""$"" ) != - 1 ) ) { continue ; } if ( Modifier . isStatic ( mods ) ) { try { if ( clazz . equals ( OpenmrsClassLoader . class ) && ""log"" . equals ( field . getName ( ) ) ) { continue ; } field . setAccessible ( true ) ; if ( Modifier . isFinal ( mods ) ) { if ( ! ( field . getType ( ) . getName ( ) . startsWith ( ""javax."" ) ) ) { nullInstance ( field . get ( null ) ) ; } } else { field . set ( null , null ) ; if ( log . isDebugEnabled ( ) ) { log . debug ( ""Set field "" + field . getName ( ) + "" to null in class "" + clazz . getName ( ) ) ; } } } catch ( Exception t ) { if ( log . isDebugEnabled ( ) ) { log . debug ( ""Exception while setting field "" + field . getName ( ) + "" to null in class "" + clazz . getName ( ) , t ) ; } } } } } catch ( Exception t ) { if ( log . isDebugEnabled ( ) ) { log . debug ( ""Could not clean fields for class "" + clazz . getName ( ) , t ) ; } } } } OpenmrsClassLoader . log = null ; getInstance ( ) . cachedClasses . clear ( ) ; } }","public class A { protected static void clearReferences ( ) { Enumeration < Driver > drivers = DriverManager . getDrivers ( ) ; while ( drivers . hasMoreElements ( ) ) { Driver driver = drivers . nextElement ( ) ; if ( driver . getClass ( ) . getClassLoader ( ) == getInstance ( ) ) { try { DriverManager . deregisterDriver ( driver ) ; } catch ( SQLException e ) { log . warn ( ""SQL driver deregistration failed"" , e ) ; } } } for ( WeakReference < Class < ? > > refClazz : getInstance ( ) . cachedClasses . values ( ) ) { if ( refClazz == null ) { continue ; } Class < ? > clazz = refClazz . get ( ) ; if ( clazz != null && clazz . getName ( ) . contains ( ""openmrs"" ) ) { try { Field [ ] fields = clazz . getDeclaredFields ( ) ; for ( int i = 0 ; i < fields . length ; i ++ ) { Field field = fields [ i ] ; int mods = field . getModifiers ( ) ; if ( field . getType ( ) . isPrimitive ( ) || ( field . getName ( ) . indexOf ( ""$"" ) != - 1 ) ) { continue ; } if ( Modifier . isStatic ( mods ) ) { try { if ( clazz . equals ( OpenmrsClassLoader . class ) && ""log"" . equals ( field . getName ( ) ) ) { continue ; } field . setAccessible ( true ) ; if ( Modifier . isFinal ( mods ) ) { if ( ! ( field . getType ( ) . getName ( ) . startsWith ( ""javax."" ) ) ) { nullInstance ( field . get ( null ) ) ; } } else { field . set ( null , null ) ; if ( log . isDebugEnabled ( ) ) { log . debug ( ""Set field "" + field . getName ( ) + "" to null in class "" + clazz . getName ( ) ) ; } } } catch ( Exception t ) { if ( log . isDebugEnabled ( ) ) { log . debug ( ""Could not set field "" + field . getName ( ) + "" to null in class "" + clazz . getName ( ) , t ) ; } } } } } catch ( Exception t ) { if ( log . isDebugEnabled ( ) ) { log . debug ( ""Could not clean fields for class "" + clazz . getName ( ) , t ) ; } } } } OpenmrsClassLoader . log = null ; getInstance ( ) . cachedClasses . clear ( ) ; } }","log . debug ( ""Could not set field "" + field . getName ( ) + "" to null in class "" + clazz . getName ( ) , t ) ;",Same Information
"public class A { protected boolean filter ( ExcludeList avoid , StoragePool pool , DiskProfile dskCh , DeploymentPlan plan ) { if ( s_logger . isDebugEnabled ( ) ) { s_logger . debug ( ""Checking if storage pool is suitable, name: "" + pool . getName ( ) + "" ,poolId: "" + pool . getId ( ) ) ; } if ( avoid . shouldAvoid ( pool ) ) { if ( s_logger . isDebugEnabled ( ) ) { s_logger . debug ( ""StoragePool is in avoid set, skipping this pool"" ) ; } return false ; } Long clusterId = pool . getClusterId ( ) ; if ( clusterId != null ) { ClusterVO cluster = clusterDao . findById ( clusterId ) ; if ( ! ( cluster . getHypervisorType ( ) == dskCh . getHypervisorType ( ) ) ) { if ( s_logger . isDebugEnabled ( ) ) { s_logger . debug ( ""StoragePool does not have hypervisorType, skipping this pool"" ) ; } return false ; } } else if ( pool . getHypervisor ( ) != null && ! pool . getHypervisor ( ) . equals ( HypervisorType . Any ) && ! ( pool . getHypervisor ( ) == dskCh . getHypervisorType ( ) ) ) { if ( s_logger . isDebugEnabled ( ) ) { s_logger . debug ( ""StoragePool does not have required hypervisorType, skipping this pool"" ) ; } return false ; } if ( ! checkHypervisorCompatibility ( dskCh . getHypervisorType ( ) , dskCh . getType ( ) , pool . getPoolType ( ) ) ) { return false ; } Volume volume = volumeDao . findById ( dskCh . getVolumeId ( ) ) ; if ( ! storageMgr . storagePoolCompatibleWithVolumePool ( pool , volume ) ) { return false ; } if ( pool . isManaged ( ) && ! storageUtil . managedStoragePoolCanScale ( pool , plan . getClusterId ( ) , plan . getHostId ( ) ) ) { return false ; } List < Volume > requestVolumes = new ArrayList < > ( ) ; requestVolumes . add ( volume ) ; if ( dskCh . getHypervisorType ( ) == HypervisorType . VMware ) { if ( pool . getPoolType ( ) == Storage . StoragePoolType . DatastoreCluster && storageMgr . isStoragePoolDatastoreClusterParent ( pool ) ) { return false ; } if ( pool . getParent ( ) != 0L ) { StoragePoolVO datastoreCluster = storagePoolDao . findById ( pool . getParent ( ) ) ; if ( datastoreCluster == null || ( datastoreCluster != null && datastoreCluster . getStatus ( ) != StoragePoolStatus . Up ) ) { return false ; } } try { boolean isStoragePoolStoragepolicyComplaince = storageMgr . isStoragePoolComplaintWithStoragePolicy ( requestVolumes , pool ) ; if ( ! isStoragePoolStoragepolicyComplaince ) { return false ; } } catch ( StorageUnavailableException e ) { s_logger . warn ( String . format ( ""Could not verify storage policy complaince against storage pool %s due to exception %s"" , pool . getUuid ( ) , e . getMessage ( ) ) ) ; return false ; } } return storageMgr . storagePoolHasEnoughIops ( requestVolumes , pool ) && storageMgr . storagePoolHasEnoughSpace ( requestVolumes , pool , plan . getClusterId ( ) ) ; } }","public class A { protected boolean filter ( ExcludeList avoid , StoragePool pool , DiskProfile dskCh , DeploymentPlan plan ) { if ( s_logger . isDebugEnabled ( ) ) { s_logger . debug ( ""Checking if storage pool is suitable, name: "" + pool . getName ( ) + "" ,poolId: "" + pool . getId ( ) ) ; } if ( avoid . shouldAvoid ( pool ) ) { if ( s_logger . isDebugEnabled ( ) ) { s_logger . debug ( ""StoragePool is in avoid set, skipping this pool"" ) ; } return false ; } Long clusterId = pool . getClusterId ( ) ; if ( clusterId != null ) { ClusterVO cluster = clusterDao . findById ( clusterId ) ; if ( ! ( cluster . getHypervisorType ( ) == dskCh . getHypervisorType ( ) ) ) { if ( s_logger . isDebugEnabled ( ) ) { s_logger . debug ( ""StoragePool's Cluster does not have required hypervisorType, skipping this pool"" ) ; } return false ; } } else if ( pool . getHypervisor ( ) != null && ! pool . getHypervisor ( ) . equals ( HypervisorType . Any ) && ! ( pool . getHypervisor ( ) == dskCh . getHypervisorType ( ) ) ) { if ( s_logger . isDebugEnabled ( ) ) { s_logger . debug ( ""StoragePool does not have required hypervisorType, skipping this pool"" ) ; } return false ; } if ( ! checkHypervisorCompatibility ( dskCh . getHypervisorType ( ) , dskCh . getType ( ) , pool . getPoolType ( ) ) ) { return false ; } Volume volume = volumeDao . findById ( dskCh . getVolumeId ( ) ) ; if ( ! storageMgr . storagePoolCompatibleWithVolumePool ( pool , volume ) ) { return false ; } if ( pool . isManaged ( ) && ! storageUtil . managedStoragePoolCanScale ( pool , plan . getClusterId ( ) , plan . getHostId ( ) ) ) { return false ; } List < Volume > requestVolumes = new ArrayList < > ( ) ; requestVolumes . add ( volume ) ; if ( dskCh . getHypervisorType ( ) == HypervisorType . VMware ) { if ( pool . getPoolType ( ) == Storage . StoragePoolType . DatastoreCluster && storageMgr . isStoragePoolDatastoreClusterParent ( pool ) ) { return false ; } if ( pool . getParent ( ) != 0L ) { StoragePoolVO datastoreCluster = storagePoolDao . findById ( pool . getParent ( ) ) ; if ( datastoreCluster == null || ( datastoreCluster != null && datastoreCluster . getStatus ( ) != StoragePoolStatus . Up ) ) { return false ; } } try { boolean isStoragePoolStoragepolicyComplaince = storageMgr . isStoragePoolComplaintWithStoragePolicy ( requestVolumes , pool ) ; if ( ! isStoragePoolStoragepolicyComplaince ) { return false ; } } catch ( StorageUnavailableException e ) { s_logger . warn ( String . format ( ""Could not verify storage policy complaince against storage pool %s due to exception %s"" , pool . getUuid ( ) , e . getMessage ( ) ) ) ; return false ; } } return storageMgr . storagePoolHasEnoughIops ( requestVolumes , pool ) && storageMgr . storagePoolHasEnoughSpace ( requestVolumes , pool , plan . getClusterId ( ) ) ; } }","s_logger . debug ( ""StoragePool's Cluster does not have required hypervisorType, skipping this pool"" ) ;",Same Information
"public class A { @ Override public IBond getBond ( IAtom atom1 , IAtom atom2 ) { logger . debug ( ""Getting bond: atom1="" + atom1 , "" atom2="" + atom2 ) ; return super . getBond ( atom1 , atom2 ) ; } }","public class A { @ Override public IBond getBond ( IAtom atom1 , IAtom atom2 ) { logger . debug ( ""Getting bond for atoms: atom1="" + atom1 , "" atom2="" + atom2 ) ; return super . getBond ( atom1 , atom2 ) ; } }","logger . debug ( ""Getting bond for atoms: atom1="" + atom1 , "" atom2="" + atom2 ) ;",Same Information
